pdbID,Ligand,Method,Resolution,Organism_Name,Organism_TaxID,EMDB_for_EMRelease,Pub_Title,Pub_Authors,Pub_Journal,Pub_Year,Pub_PubMed,Pub_DOI,Coord_File,EM_Map_File
8IX1,LUT,ELECTRON MICROSCOPY,2.63,Spinacia oleracea,3562,EMD-35786,Cryo-EM structures of LHCII in photo-active and photo-protecting states reveal allosteric regulation of light harvesting and excess energy dissipation.,"Ruan, M., Li, H., Zhang, Y., Zhao, R., Zhang, J., Wang, Y., Gao, J., Wang, Z., Wang, Y., Sun, D., Ding, W., Weng, Y.",Nat.Plants,2023,N/A,N/A,8IX1.cif,emd_35786.map.gz
8IX2,LUT,ELECTRON MICROSCOPY,2.8,Spinacia oleracea,3562,EMD-35787,Cryo-EM structures of LHCII in photo-active and photo-protecting states reveal allosteric regulation of light harvesting and excess energy dissipation.,"Ruan, M., Li, H., Zhang, Y., Zhao, R., Zhang, J., Wang, Y., Gao, J., Wang, Z., Wang, Y., Sun, D., Ding, W., Weng, Y.",Nat.Plants,2023,N/A,N/A,8IX2.cif,emd_35787.map.gz
8J6Z,LUT,ELECTRON MICROSCOPY,2.79,Arabidopsis thaliana,3702,EMD-36021,Regulatory dynamics of the higher-plant PSI-LHCI supercomplex during state transitions.,"Wu, J., Chen, S., Wang, C., Lin, W., Huang, C., Fan, C., Han, D., Lu, D., Xu, X., Sui, S., Zhang, L.",Mol Plant,2023,N/A,N/A,8J6Z.cif,emd_36021.map.gz
8J7A,LUT,ELECTRON MICROSCOPY,3.06,Arabidopsis thaliana,3702,EMD-36036,Regulatory dynamics of the higher-plant PSI-LHCI supercomplex during state transitions.,"Wu, J., Chen, S., Wang, C., Lin, W., Huang, C., Fan, C., Han, D., Lu, D., Xu, X., Sui, S., Zhang, L.",Mol Plant,2023,N/A,N/A,8J7A.cif,emd_36036.map.gz
8J7B,LUT,ELECTRON MICROSCOPY,3.22,Arabidopsis thaliana,3702,EMD-36037,Regulatory dynamics of the higher-plant PSI-LHCI supercomplex during state transitions.,"Wu, J., Chen, S., Wang, C., Lin, W., Huang, C., Fan, C., Han, D., Lu, D., Xu, X., Sui, S., Zhang, L.",Mol Plant,2023,N/A,N/A,8J7B.cif,emd_36037.map.gz
8WGH,LUT,ELECTRON MICROSCOPY,2.4,Fittonia albivenis,141305,EMD-37513,Structure of the red-shifted Fittonia albivenis photosystem I.,"Li, X., Huang, G., Zhu, L., Hao, C., Sui, S.F., Qin, X.",Nat Commun,2024,N/A,N/A,8WGH.cif,emd_37513.map.gz
8Z9D,LUT,ELECTRON MICROSCOPY,3.22,Spinacia oleracea,3562,EMD-39860,Architecture and functional regulation of a plant PSII-LHCII megacomplex.,"Shan, J., Niedzwiedzki, D.M., Tomar, R.S., Liu, Z., Liu, H.",Sci Adv,2024,N/A,N/A,8Z9D.cif,emd_39860.map.gz
9GRX,LUT,ELECTRON MICROSCOPY,3.19,Spinacia oleracea,3562,EMD-51527,Cryo-EM structure of the NDH-PSI-LHCI supercomplex from Spinacia oleracea.,"Introini, B., Hahn, A., Kuhlbrandt, W.",Nat.Struct.Mol.Biol.,2025,N/A,N/A,9GRX.cif,emd_51527.map.gz
9KQP,LUT,ELECTRON MICROSCOPY,1.92,Coccomyxa subellipsoidea C-169,574566,EMD-62511,Structural study of the chlorophyll between Lhca8 and PsaJ in an Antarctica green algal photosystem I-LHCI supercomplex revealed by its atomic structure.,"Tsai, P.C., Kato, K., Shen, J.R., Akita, F.",Biochim Biophys Acta Bioenerg,2025,N/A,N/A,9KQP.cif,emd_62511.map.gz
9KQQ,LUT,ELECTRON MICROSCOPY,2.06,Coccomyxa subellipsoidea C-169,574566,EMD-62512,Structural study of the chlorophyll between Lhca8 and PsaJ in an Antarctica green algal photosystem I-LHCI supercomplex revealed by its atomic structure.,"Tsai, P.C., Kato, K., Shen, J.R., Akita, F.",Biochim Biophys Acta Bioenerg,2025,N/A,N/A,9KQQ.cif,emd_62512.map.gz
2BHW,LUX,X-RAY DIFFRACTION,2.5,Pisum sativum,3888,N/A,Mechanisms of Photoprotection and Nonphotochemical Quenching in Pea Light-Harvesting Complex at 2.5 A Resolution.,"Standfuss, J., Terwisscha Van Scheltinga, A.C., Lamborghini, M., Kuehlbrandt, W.",Embo J.,2005,N/A,N/A,2BHW.cif,N/A
1RWT,NEX,X-RAY DIFFRACTION,2.72,Spinacia oleracea,3562,N/A,Crystal structure of spinach major light-harvesting complex at 2.72 A resolution,"Liu, Z., Yan, H., Wang, K., Kuang, T., Zhang, J., Gui, L., An, X., Chang, W.",Nature,2004,N/A,N/A,1RWT.cif,N/A
2BHW,NEX,X-RAY DIFFRACTION,2.5,Pisum sativum,3888,N/A,Mechanisms of Photoprotection and Nonphotochemical Quenching in Pea Light-Harvesting Complex at 2.5 A Resolution.,"Standfuss, J., Terwisscha Van Scheltinga, A.C., Lamborghini, M., Kuehlbrandt, W.",Embo J.,2005,N/A,N/A,2BHW.cif,N/A
3JCU,NEX,ELECTRON MICROSCOPY,3.2,Spinacia oleracea,3562,EMD-6617,Structure of spinach photosystem II-LHCII supercomplex at 3.2 A resolution,"Wei, X.P., Su, X.D., Cao, P., Liu, X.Y., Chang, W.R., Li, M., Zhang, X.Z., Liu, Z.F.",Nature,2016,N/A,N/A,3JCU.cif,emd_6617.map.gz
3PL9,NEX,X-RAY DIFFRACTION,2.8,Spinacia oleracea,3562,N/A,Structural insights into energy regulation of light-harvesting complex CP29 from spinach.,"Pan, X., Li, M., Wan, T., Wang, L., Jia, C., Hou, Z., Zhao, X., Zhang, J., Chang, W.",Nat.Struct.Mol.Biol.,2011,N/A,N/A,3PL9.cif,N/A
4LCZ,NEX,X-RAY DIFFRACTION,2.6,Spinacia oleracea,3562,N/A,Crystal structure of a multilayer packed major light-harvesting complex: implications for grana stacking in higher plants.,"Wan, T., Li, M., Zhao, X., Zhang, J., Liu, Z., Chang, W.",Mol Plant,2014,N/A,N/A,4LCZ.cif,N/A
4RKU,NEX,X-RAY DIFFRACTION,3.0,Pisum sativum,3888,N/A,Crystal structure of plant Photosystem I at 3.1 Angstrom resolution,"Mazor, Y., Borovikova, A., Greenberg, I., Nelson, N.",To be Published,N/A,N/A,N/A,4RKU.cif,N/A
5XNL,NEX,ELECTRON MICROSCOPY,2.7,Pisum sativum,3888,EMD-6741,Structure and assembly mechanism of plant C2S2M2-type PSII-LHCII supercomplex,"Su, X., Ma, J., Wei, X., Cao, P., Zhu, D., Chang, W., Liu, Z., Zhang, X., Li, M.",Science,2017,N/A,N/A,5XNL.cif,emd_6741.map.gz
5XNM,NEX,ELECTRON MICROSCOPY,3.2,Pisum sativum,3888,EMD-6742,Structure and assembly mechanism of plant C2S2M2-type PSII-LHCII supercomplex,"Su, X., Ma, J., Wei, X., Cao, P., Zhu, D., Chang, W., Liu, Z., Zhang, X., Li, M.",Science,2017,N/A,N/A,5XNM.cif,emd_6742.map.gz
5XNN,NEX,ELECTRON MICROSCOPY,3.6,Pisum sativum,3888,EMD-6743,Structure and assembly mechanism of plant C2S2M2-type PSII-LHCII supercomplex,"Su, X., Ma, J., Wei, X., Cao, P., Zhu, D., Chang, W., Liu, Z., Zhang, X., Li, M.",Science,2017,N/A,N/A,5XNN.cif,emd_6743.map.gz
5XNO,NEX,ELECTRON MICROSCOPY,3.5,Pisum sativum,3888,EMD-6744,Structure and assembly mechanism of plant C2S2M2-type PSII-LHCII supercomplex,"Su, X., Ma, J., Wei, X., Cao, P., Zhu, D., Chang, W., Liu, Z., Zhang, X., Li, M.",Science,2017,N/A,N/A,5XNO.cif,emd_6744.map.gz
5ZJI,NEX,ELECTRON MICROSCOPY,3.3,Zea mays,381124; 4577,EMD-6932,Structure of the maize photosystem I supercomplex with light-harvesting complexes I and II.,"Pan, X., Ma, J., Su, X., Cao, P., Chang, W., Liu, Z., Zhang, X., Li, M.",Science,2018,N/A,N/A,5ZJI.cif,emd_6932.map.gz
6IJJ,NEX,ELECTRON MICROSCOPY,2.89,Chlamydomonas reinhardtii,3055,EMD-9678,Antenna arrangement and energy transfer pathways of a green algal photosystem-I-LHCI supercomplex.,"Su, X., Ma, J., Pan, X., Zhao, X., Chang, W., Liu, Z., Zhang, X., Li, M.",Nat Plants,2019,N/A,N/A,6IJJ.cif,emd_9678.map.gz
6IJO,NEX,ELECTRON MICROSCOPY,3.3,Chlamydomonas reinhardtii,3055,EMD-9680,Antenna arrangement and energy transfer pathways of a green algal photosystem-I-LHCI supercomplex.,"Su, X., Ma, J., Pan, X., Zhao, X., Chang, W., Liu, Z., Zhang, X., Li, M.",Nat Plants,2019,N/A,N/A,6IJO.cif,emd_9680.map.gz
6KAC,NEX,ELECTRON MICROSCOPY,2.7,Chlamydomonas reinhardtii,3055,EMD-9955,Structural insight into light harvesting for photosystem II in green algae.,"Sheng, X., Watanabe, A., Li, A., Kim, E., Song, C., Murata, K., Song, D., Minagawa, J., Liu, Z.",Nat.Plants,2019,N/A,N/A,6KAC.cif,emd_9955.map.gz
6KAD,NEX,ELECTRON MICROSCOPY,3.4,Chlamydomonas reinhardtii,3055,EMD-9956,Structural insight into light harvesting for photosystem II in green algae.,"Sheng, X., Watanabe, A., Li, A., Kim, E., Song, C., Murata, K., Song, D., Minagawa, J., Liu, Z.",Nat.Plants,2019,N/A,N/A,6KAD.cif,emd_9956.map.gz
6KAF,NEX,ELECTRON MICROSCOPY,3.73,Chlamydomonas reinhardtii,3055,EMD-9957,Structure of a C2S2M2N2-type PSII-LHCII supercomplex from the green algaChlamydomonas reinhardtii.,"Shen, L., Huang, Z., Chang, S., Wang, W., Wang, J., Kuang, T., Han, G., Shen, J.R., Zhang, X.",Proc.Natl.Acad.Sci.USA,2019,N/A,N/A,6KAF.cif,emd_9957.map.gz
6YP7,NEX,ELECTRON MICROSCOPY,3.8,Pisum sativum,3888,EMD-10865,High-Light versus Low-Light: Effects on Paired Photosystem II Supercomplex Structural Rearrangement in Pea Plants.,"Grinzato, A., Albanese, P., Marotta, R., Swuec, P., Saracco, G., Bolognesi, M., Zanotti, G., Pagliano, C.",Int J Mol Sci,2020,N/A,N/A,6YP7.cif,emd_10865.map.gz
6ZZX,NEX,ELECTRON MICROSCOPY,2.7,Chlorella ohadii,2649997,EMD-11588,Cryo-EM photosystem I structure reveals adaptation mechanisms to extreme high light in Chlorella ohadii.,"Caspy, I., Neumann, E., Fadeeva, M., Liveanu, V., Savitsky, A., Frank, A., Kalisman, Y.L., Shkolnisky, Y., Murik, O., Treves, H., Hartmann, V., Nowaczyk, M.M., Schuhmann, W., Rogner, M., Willner, I., Kaplan, A., Schuster, G., Nelson, N., Lubitz, W., Nechushtai, R.",Nat.Plants,2021,N/A,N/A,6ZZX.cif,emd_11588.map.gz
7D0J,NEX,ELECTRON MICROSCOPY,3.42,Chlamydomonas reinhardtii,3055,EMD-30536,Structure of photosystem I-LHCI-LHCII from the green alga Chlamydomonas reinhardtii in State 2.,"Huang, Z., Shen, L., Wang, W., Mao, Z., Yi, X., Kuang, T., Shen, J.R., Zhang, X., Han, G.",Nat Commun,2021,N/A,N/A,7D0J.cif,emd_30536.map.gz
7DZ7,NEX,ELECTRON MICROSCOPY,2.84,Chlamydomonas reinhardtii,3055,EMD-30925,Structural basis of LhcbM5-mediated state transitions in green algae.,"Pan, X., Tokutsu, R., Li, A., Takizawa, K., Song, C., Murata, K., Yamasaki, T., Liu, Z., Minagawa, J., Li, M.",Nat.Plants,2021,N/A,N/A,7DZ7.cif,emd_30925.map.gz
7DZ8,NEX,ELECTRON MICROSCOPY,3.16,Chlamydomonas reinhardtii,3055,EMD-30926,Structural basis of LhcbM5-mediated state transitions in green algae.,"Pan, X., Tokutsu, R., Li, A., Takizawa, K., Song, C., Murata, K., Yamasaki, T., Liu, Z., Minagawa, J., Li, M.",Nat.Plants,2021,N/A,N/A,7DZ8.cif,emd_30926.map.gz
7E0H,NEX,ELECTRON MICROSCOPY,3.75,Chlamydomonas reinhardtii,3055,EMD-30932,Structural basis of LhcbM5-mediated state transitions in green algae.,"Pan, X., Tokutsu, R., Li, A., Takizawa, K., Song, C., Murata, K., Yamasaki, T., Liu, Z., Minagawa, J., Li, M.",Nat.Plants,2021,N/A,N/A,7E0H.cif,emd_30932.map.gz
7E0I,NEX,ELECTRON MICROSCOPY,3.53,Chlamydomonas reinhardtii,3055,EMD-30933,Structural basis of LhcbM5-mediated state transitions in green algae.,"Pan, X., Tokutsu, R., Li, A., Takizawa, K., Song, C., Murata, K., Yamasaki, T., Liu, Z., Minagawa, J., Li, M.",Nat.Plants,2021,N/A,N/A,7E0I.cif,emd_30933.map.gz
7E0J,NEX,ELECTRON MICROSCOPY,3.13,Chlamydomonas reinhardtii,3055,EMD-30934,Structural basis of LhcbM5-mediated state transitions in green algae.,"Pan, X., Tokutsu, R., Li, A., Takizawa, K., Song, C., Murata, K., Yamasaki, T., Liu, Z., Minagawa, J., Li, M.",Nat.Plants,2021,N/A,N/A,7E0J.cif,emd_30934.map.gz
7E0K,NEX,ELECTRON MICROSCOPY,3.09,Chlamydomonas reinhardtii,3055,EMD-30935,Structural basis of LhcbM5-mediated state transitions in green algae.,"Pan, X., Tokutsu, R., Li, A., Takizawa, K., Song, C., Murata, K., Yamasaki, T., Liu, Z., Minagawa, J., Li, M.",Nat.Plants,2021,N/A,N/A,7E0K.cif,emd_30935.map.gz
7OUI,NEX,ELECTRON MICROSCOPY,2.79,Arabidopsis thaliana,3702,EMD-13078,High-resolution model of Arabidopsis Photosystem II reveals the structural consequences of digitonin-extraction.,"Graca, A.T., Hall, M., Persson, K., Schroder, W.P.",Sci Rep,2021,N/A,N/A,7OUI.cif,emd_13078.map.gz
7PI0,NEX,ELECTRON MICROSCOPY,2.43,Dunaliella salina,3046,EMD-13429,Structure of Dunaliella Photosystem II reveals conformational flexibility of stacked and unstacked supercomplexes.,"Caspy, I., Fadeeva, M., Mazor, Y., Nelson, N.",Elife,2023,N/A,N/A,7PI0.cif,emd_13429.map.gz
7PI5,NEX,ELECTRON MICROSCOPY,2.78,Dunaliella salina,3046,EMD-13430,Structure of Dunaliella Photosystem II reveals conformational flexibility of stacked and unstacked supercomplexes.,"Caspy, I., Fadeeva, M., Mazor, Y., Nelson, N.",Elife,2023,N/A,N/A,7PI5.cif,emd_13430.map.gz
7PIN,NEX,ELECTRON MICROSCOPY,3.6,Dunaliella salina,3046,EMD-13444,Structure of Dunaliella Photosystem II reveals conformational flexibility of stacked and unstacked supercomplexes.,"Caspy, I., Fadeeva, M., Mazor, Y., Nelson, N.",Elife,2023,N/A,N/A,7PIN.cif,emd_13444.map.gz
7PIW,NEX,ELECTRON MICROSCOPY,4.0,Dunaliella salina,3046,EMD-13455,Structure of Dunaliella Photosystem II reveals conformational flexibility of stacked and unstacked supercomplexes.,"Caspy, I., Fadeeva, M., Mazor, Y., Nelson, N.",Elife,2023,N/A,N/A,7PIW.cif,emd_13455.map.gz
7PNK,NEX,ELECTRON MICROSCOPY,3.61,Dunaliella salina,3046,EMD-13548,Structure of Dunaliella Photosystem II reveals conformational flexibility of stacked and unstacked supercomplexes.,"Caspy, I., Fadeeva, M., Mazor, Y., Nelson, N.",Elife,2023,N/A,N/A,7PNK.cif,emd_13548.map.gz
7WLM,NEX,ELECTRON MICROSCOPY,2.8,Codium fragile,3133,EMD-32588,Structural insights into blue-green light utilization by marine green algal light harvesting complex II at 2.78 angstrom.,"Seki, S., Nakaniwa, T., Castro-Hartmann, P., Sader, K., Kawamoto, A., Tanaka, H., Qian, P., Kurisu, G., Fujii, R.",Bba Adv,2022,N/A,N/A,7WLM.cif,emd_32588.map.gz
7XQP,NEX,ELECTRON MICROSCOPY,2.68,Physcomitrium patens,3218,EMD-33401,Structural insights into a unique PSI-LHCI-LHCII-Lhcb9 supercomplex from moss Physcomitrium patens.,"Zhang, S., Tang, K., Yan, Q., Li, X., Shen, L., Wang, W., He, Y.K., Kuang, T., Han, G., Shen, J.R., Zhang, X.",Nat.Plants,2023,N/A,N/A,7XQP.cif,emd_33401.map.gz
7YCA,NEX,ELECTRON MICROSCOPY,2.94,Ostreococcus tauri,70448,EMD-33737,The photosystem I supercomplex from a primordial green alga Ostreococcus tauri harbors three light-harvesting complex trimers.,"Ishii, A., Shan, J., Sheng, X., Kim, E., Watanabe, A., Yokono, M., Noda, C., Song, C., Murata, K., Liu, Z., Minagawa, J.",Elife,2023,N/A,N/A,7YCA.cif,emd_33737.map.gz
7ZQ9,NEX,ELECTRON MICROSCOPY,2.74,Chlamydomonas reinhardtii,3055,EMD-14867,Algal photosystem I dimer and high-resolution model of PSI-plastocyanin complex.,"Naschberger, A., Mosebach, L., Tobiasson, V., Kuhlgert, S., Scholz, M., Perez-Boerema, A., Ho, T.T.H., Vidal-Meireles, A., Takahashi, Y., Hippler, M., Amunts, A.",Nat.Plants,2022,N/A,N/A,7ZQ9.cif,emd_14867.map.gz
7ZQC,NEX,ELECTRON MICROSCOPY,2.31,Chlamydomonas reinhardtii,3055,EMD-14870,Algal photosystem I dimer and high-resolution model of PSI-plastocyanin complex.,"Naschberger, A., Mosebach, L., Tobiasson, V., Kuhlgert, S., Scholz, M., Perez-Boerema, A., Ho, T.T.H., Vidal-Meireles, A., Takahashi, Y., Hippler, M., Amunts, A.",Nat.Plants,2022,N/A,N/A,7ZQC.cif,emd_14870.map.gz
7ZQD,NEX,ELECTRON MICROSCOPY,2.97,Chlamydomonas reinhardtii,3055,EMD-14871,Algal photosystem I dimer and high-resolution model of PSI-plastocyanin complex.,"Naschberger, A., Mosebach, L., Tobiasson, V., Kuhlgert, S., Scholz, M., Perez-Boerema, A., Ho, T.T.H., Vidal-Meireles, A., Takahashi, Y., Hippler, M., Amunts, A.",Nat.Plants,2022,N/A,N/A,7ZQD.cif,emd_14871.map.gz
8BD3,NEX,ELECTRON MICROSCOPY,2.73,Chlorella ohadii,2649997,EMD-15973,Structure of Chlorella ohadii Photosystem II Reveals Protective Mechanisms against Environmental Stress.,"Fadeeva, M., Klaiman, D., Caspy, I., Nelson, N.",Cells,2023,N/A,N/A,8BD3.cif,emd_15973.map.gz
8C29,NEX,ELECTRON MICROSCOPY,2.785,Picea abies,3329,EMD-16389,Cryo-EM structure of a plant photosystem II supercomplex with light-harvesting protein Lhcb8 and alpha-tocopherol.,"Opatikova, M., Semchonok, D.A., Kopecny, D., Ilik, P., Pospisil, P., Ilikova, I., Roudnicky, P., Zeljkovic, S.C., Tarkowski, P., Kyrilis, F.L., Hamdi, F., Kastritis, P.L., Kouril, R.",Nat.Plants,2023,N/A,N/A,8C29.cif,emd_16389.map.gz
8HG3,NEX,ELECTRON MICROSCOPY,2.94,Ostreococcus tauri,70448,EMD-34733,The photosystem I supercomplex from a primordial green alga Ostreococcus tauri harbors three light-harvesting complex trimers.,"Ishii, A., Shan, J., Sheng, X., Kim, E., Watanabe, A., Yokono, M., Noda, C., Song, C., Murata, K., Liu, Z., Minagawa, J.",Elife,2023,N/A,N/A,8HG3.cif,emd_34733.map.gz
8HG5,NEX,ELECTRON MICROSCOPY,2.9,Ostreococcus tauri,70448,EMD-34735,The photosystem I supercomplex from a primordial green alga Ostreococcus tauri harbors three light-harvesting complex trimers.,"Ishii, A., Shan, J., Sheng, X., Kim, E., Watanabe, A., Yokono, M., Noda, C., Song, C., Murata, K., Liu, Z., Minagawa, J.",Elife,2023,N/A,N/A,8HG5.cif,emd_34735.map.gz
8HG6,NEX,ELECTRON MICROSCOPY,3.44,Ostreococcus tauri,70448,EMD-34736,The photosystem I supercomplex from a primordial green alga Ostreococcus tauri harbors three light-harvesting complex trimers.,"Ishii, A., Shan, J., Sheng, X., Kim, E., Watanabe, A., Yokono, M., Noda, C., Song, C., Murata, K., Liu, Z., Minagawa, J.",Elife,2023,N/A,N/A,8HG6.cif,emd_34736.map.gz
8HLV,NEX,ELECTRON MICROSCOPY,2.55,Bryopsis corticulans,325651,EMD-34883,Structural and functional properties of different types of siphonous LHCII trimers from an intertidal green alga Bryopsis corticulans.,"Li, Z., Zhou, C., Zhao, S., Zhang, J., Liu, X., Sang, M., Qin, X., Yang, Y., Han, G., Kuang, T., Shen, J.R., Wang, W.",Structure,2023,N/A,N/A,8HLV.cif,emd_34883.map.gz
8HPD,NEX,ELECTRON MICROSCOPY,2.74,Bryopsis corticulans,325651,EMD-34930,Structural and functional properties of different types of siphonous LHCII trimers from an intertidal green alga Bryopsis corticulans.,"Li, Z., Zhou, C., Zhao, S., Zhang, J., Liu, X., Sang, M., Qin, X., Yang, Y., Han, G., Kuang, T., Shen, J.R., Wang, W.",Structure,2023,N/A,N/A,8HPD.cif,emd_34930.map.gz
8HQ8,NEX,X-RAY DIFFRACTION,2.6,Bryopsis corticulans,325651,N/A,Structural and functional properties of different types of siphonous LHCII trimers from an intertidal green alga Bryopsis corticulans.,"Li, Z., Zhou, C., Zhao, S., Zhang, J., Liu, X., Sang, M., Qin, X., Yang, Y., Han, G., Kuang, T., Shen, J.R., Wang, W.",Structure,2023,N/A,N/A,8HQ8.cif,N/A
8HTU,NEX,ELECTRON MICROSCOPY,2.87,Physcomitrium patens,3218,EMD-35018,Structural insights into the assembly and energy transfer of the Lhcb9-dependent photosystem I from moss Physcomitrium patens.,"Sun, H., Shang, H., Pan, X., Li, M.",Nat.Plants,2023,N/A,N/A,8HTU.cif,emd_35018.map.gz
8IWX,NEX,ELECTRON MICROSCOPY,2.59,Spinacia oleracea,3562,EMD-35782,Cryo-EM structures of LHCII in photo-active and photo-protecting states reveal allosteric regulation of light harvesting and excess energy dissipation.,"Ruan, M., Li, H., Zhang, Y., Zhao, R., Zhang, J., Wang, Y., Gao, J., Wang, Z., Wang, Y., Sun, D., Ding, W., Weng, Y.",Nat.Plants,2023,N/A,N/A,8IWX.cif,emd_35782.map.gz
8IWY,NEX,ELECTRON MICROSCOPY,2.68,Spinacia oleracea,3562,EMD-35783,Cryo-EM structures of LHCII in photo-active and photo-protecting states reveal allosteric regulation of light harvesting and excess energy dissipation.,"Ruan, M., Li, H., Zhang, Y., Zhao, R., Zhang, J., Wang, Y., Gao, J., Wang, Z., Wang, Y., Sun, D., Ding, W., Weng, Y.",Nat.Plants,2023,N/A,N/A,8IWY.cif,emd_35783.map.gz
8IWZ,NEX,ELECTRON MICROSCOPY,2.52,Spinacia oleracea,3562,EMD-35784,Cryo-EM structures of LHCII in photo-active and photo-protecting states reveal allosteric regulation of light harvesting and excess energy dissipation.,"Ruan, M., Li, H., Zhang, Y., Zhao, R., Zhang, J., Wang, Y., Gao, J., Wang, Z., Wang, Y., Sun, D., Ding, W., Weng, Y.",Nat.Plants,2023,N/A,N/A,8IWZ.cif,emd_35784.map.gz
8IX0,NEX,ELECTRON MICROSCOPY,2.64,Spinacia oleracea,3562,EMD-35785,Cryo-EM structures of LHCII in photo-active and photo-protecting states reveal allosteric regulation of light harvesting and excess energy dissipation.,"Ruan, M., Li, H., Zhang, Y., Zhao, R., Zhang, J., Wang, Y., Gao, J., Wang, Z., Wang, Y., Sun, D., Ding, W., Weng, Y.",Nat.Plants,2023,N/A,N/A,8IX0.cif,emd_35785.map.gz
8IX1,NEX,ELECTRON MICROSCOPY,2.63,Spinacia oleracea,3562,EMD-35786,Cryo-EM structures of LHCII in photo-active and photo-protecting states reveal allosteric regulation of light harvesting and excess energy dissipation.,"Ruan, M., Li, H., Zhang, Y., Zhao, R., Zhang, J., Wang, Y., Gao, J., Wang, Z., Wang, Y., Sun, D., Ding, W., Weng, Y.",Nat.Plants,2023,N/A,N/A,8IX1.cif,emd_35786.map.gz
8IX2,NEX,ELECTRON MICROSCOPY,2.8,Spinacia oleracea,3562,EMD-35787,Cryo-EM structures of LHCII in photo-active and photo-protecting states reveal allosteric regulation of light harvesting and excess energy dissipation.,"Ruan, M., Li, H., Zhang, Y., Zhao, R., Zhang, J., Wang, Y., Gao, J., Wang, Z., Wang, Y., Sun, D., Ding, W., Weng, Y.",Nat.Plants,2023,N/A,N/A,8IX2.cif,emd_35787.map.gz
8J6Z,NEX,ELECTRON MICROSCOPY,2.79,Arabidopsis thaliana,3702,EMD-36021,Regulatory dynamics of the higher-plant PSI-LHCI supercomplex during state transitions.,"Wu, J., Chen, S., Wang, C., Lin, W., Huang, C., Fan, C., Han, D., Lu, D., Xu, X., Sui, S., Zhang, L.",Mol Plant,2023,N/A,N/A,8J6Z.cif,emd_36021.map.gz
8Y15,NEX,ELECTRON MICROSCOPY,2.17,Spinacia oleracea,3562,EMD-38825,Structure-based validation of recombinant light-harvesting complex II.,"Seki, S., Miyata, T., Norioka, N., Tanaka, H., Kurisu, G., Namba, K., Fujii, R.",Pnas Nexus,2024,N/A,N/A,8Y15.cif,emd_38825.map.gz
8YEE,NEX,ELECTRON MICROSCOPY,2.37,Spinacia oleracea,3562,EMD-39192,Structure-based validation of recombinant light-harvesting complex II.,"Seki, S., Miyata, T., Norioka, N., Tanaka, H., Kurisu, G., Namba, K., Fujii, R.",Pnas Nexus,2024,N/A,N/A,8YEE.cif,emd_39192.map.gz
8Z9D,NEX,ELECTRON MICROSCOPY,3.22,Spinacia oleracea,3562,EMD-39860,Architecture and functional regulation of a plant PSII-LHCII megacomplex.,"Shan, J., Niedzwiedzki, D.M., Tomar, R.S., Liu, Z., Liu, H.",Sci Adv,2024,N/A,N/A,8Z9D.cif,emd_39860.map.gz
1RWT,XAT,X-RAY DIFFRACTION,2.72,Spinacia oleracea,3562,N/A,Crystal structure of spinach major light-harvesting complex at 2.72 A resolution,"Liu, Z., Yan, H., Wang, K., Kuang, T., Zhang, J., Gui, L., An, X., Chang, W.",Nature,2004,N/A,N/A,1RWT.cif,N/A
2BHW,XAT,X-RAY DIFFRACTION,2.5,Pisum sativum,3888,N/A,Mechanisms of Photoprotection and Nonphotochemical Quenching in Pea Light-Harvesting Complex at 2.5 A Resolution.,"Standfuss, J., Terwisscha Van Scheltinga, A.C., Lamborghini, M., Kuehlbrandt, W.",Embo J.,2005,N/A,N/A,2BHW.cif,N/A
3JCU,XAT,ELECTRON MICROSCOPY,3.2,Spinacia oleracea,3562,EMD-6617,Structure of spinach photosystem II-LHCII supercomplex at 3.2 A resolution,"Wei, X.P., Su, X.D., Cao, P., Liu, X.Y., Chang, W.R., Li, M., Zhang, X.Z., Liu, Z.F.",Nature,2016,N/A,N/A,3JCU.cif,emd_6617.map.gz
3PL9,XAT,X-RAY DIFFRACTION,2.8,Spinacia oleracea,3562,N/A,Structural insights into energy regulation of light-harvesting complex CP29 from spinach.,"Pan, X., Li, M., Wan, T., Wang, L., Jia, C., Hou, Z., Zhao, X., Zhang, J., Chang, W.",Nat.Struct.Mol.Biol.,2011,N/A,N/A,3PL9.cif,N/A
4XK8,XAT,X-RAY DIFFRACTION,2.8,Pisum sativum,3888,N/A,Structural basis for energy transfer pathways in the plant PSI-LHCI supercomplex,"Qin, X., Suga, M., Kuang, T., Shen, J.R.",Science,2015,N/A,N/A,4XK8.cif,N/A
5L8R,XAT,X-RAY DIFFRACTION,2.6,Pisum sativum,3888,N/A,Structure of the plant photosystem I supercomplex at 2.6 angstrom resolution.,"Mazor, Y., Borovikova, A., Caspy, I., Nelson, N.",Nat Plants,2017,N/A,N/A,5L8R.cif,N/A
5XNL,XAT,ELECTRON MICROSCOPY,2.7,Pisum sativum,3888,EMD-6741,Structure and assembly mechanism of plant C2S2M2-type PSII-LHCII supercomplex,"Su, X., Ma, J., Wei, X., Cao, P., Zhu, D., Chang, W., Liu, Z., Zhang, X., Li, M.",Science,2017,N/A,N/A,5XNL.cif,emd_6741.map.gz
